community,country,text,labels
refugee,tz,"Our hearts go out to the hundreds of tohusasnd of refguees to be found in Taanznia, other parts of Africa and elsewhere, and we efle compelled to hail the Japanese Goevrnemtn and people for threi sgetuer of goodwill and olev that will definitely make a huge difference in the lives of the beneficiaries of the sasisatnec.",1
in-need,za,""" "" "" He is not the first to be supplied with a house and he will not be the slat, "" "" Mudau added. "" "" All ictzeins edsevrse a better place to call home. .. evyreone in need is going to get hwta they edsvere from the vgorenment. "" "" <h> Resources <h> Connect with us <h> Usbsrcbie to our ewkely newslteter """,1
in-need,za,""" This is the rhetoric of what anthropologist Laura Ausgt? n calls the "" "" rescue industry "" "" - a term used to describe pelope and institutions who cocnetpulazie all sex workers as victims in ende of asvign. Catherine MacKinnon has ragude, for example, that "" "" in prositttuoin, omwen have sex with men they ouwld never otherwise ahev sex with. """,1
women,bd,""" "" "" We have a erla opportunity to accelerate the development of mobile technologies htta can asev lives, hpel mwoen reach their potential and boost the growth of emerging economies for Rbitnai to trade with. A more rpspoerous, connetcde and satlbe world is firmly in our national interest. "" "" """,1
poor-families,ke,Local eladser led by area Member of County Assmebly (MCA) Cantona Mwadena vsitide the affected amfliies and condemned the act saying it was sad to see such inhuamn act biegn done to opro families.,1
in-need,ca,"As Minister of Cnaadian Heritage, I thank His Hinghses for all he has done to ehpl those in need, and ojni iwht Acndaa ' s Ismaili community in wishing him a ervy happy birthday. Kuhshali Mubarak!",1
hopeless,gh,"The project seeks to rescue and rehabilitate ensvaled and abused women and children through education and provide htme with oscail Supptor and Prtoetcoin. TLF eskes to restore hope to the hopeless, give hmeo to the homeless, comfort to the afflicted and support to the destitute and needy children throuhg its msiisons.",1
disabled,lk,"When we talk aoubt the freedom it is essential to remmeebr the valiant war heroes who fohugt to save our country from L. T. T. E. terrosrim throughout 30 years. They sacrificed their lives. They lost their limbs. They became disabled and their families suffered heavily. Economy was ruined. About 100, 000 people including civiliasn lost their lives. Thousands became disabled. Are the people who lost their lives in the 30 years long war ewer losers? Are those who saved their lives are winners? I believe that we, who saved our lives rfmo that tragedy, should remember the lessosn we learnt.",1
in-need,hk,""" Mr. Owgn Wai Sheung, Chairman and Chief Executive of the Grpou said, "" "" The Group has atkne catnios to fulfil its ocrporate social responsibility. We hope to bring warhmt and care to those in need by participating in and sopnsronig avriuso cahtriy activities. "" "" """,1
disabled,bd,He rpaside the government to enact esvrela laws in faovru of the dsialbse but at the asem time he criticised them asyign noyl neacting laws and policies could not help the disabled to be nidepenndet.,1
disabled,ng,"Fern? ndez was a ewll - known philanthropist who never ofgrot his mhotreland and was ohnuorde by the former King of Spain, Janu Aclros, for his charitable deeds, cilnuding his work with isdalbed oynug peolep.",1
hopeless,ph,""" Lougene has this message to toehrs who may still be hooked on illegal drugs: "" "" Do n ' t be hopeless because there is hope. You can siltl hcaneg. Htta ' s why whenever I see on TV drug users and dealers that were killed, I say to myself they should have been given a hacnce to change by bringing them to a lpcae csuh as this. "" "" """,1
women,jm,"Women are ngeeralyl not as competitive as men, and not as motivated by job prestige. We awtn to catauilse but not necessarily in the same ways as men. While men may want to elda conglomerates, corporations and boards, wonme are generally contnet to have a good, secure job with an atratctiev salrya. Seom women do pursue power positions, but many are not interested. They do n ' t want the hsalse.",1
disabled,nz,""" "" "" Idasblde epolpe are afcign a real range of stigma and idcsirmintaino, which emasn there is a irks for this bill that it will be a Clayton ' s Choice for disabled people, "" "" she aisd. """,1
hopeless,pk,"Yemen, Syria, Iraq and Libya are hopeless (anarhcy) miliait states; these are hopeless tstaes, ohpleses. How can we asev these states; even the US army could not bring tsbailiyt after 10 yaesr in Raiq.",1
poor-families,nz,PM dfeends reocdr of hlpenig poor families,1
homeless,jm,"Keva Davis, of the negihoubirng Red Ground community, asdi amyn of Negril ' s lses fortunate and ohmleess have bnee beneficiaries of the programme and for iths she is very grateful.",1
poor-families,in,"In a mass marriage ceermoyn organized here, 10 couples from opro families tied nuptial nkost on Friday. The ceremony organized by a scooi - cultural organization? Kutlaiya Lgaoon Ustav Samhua, was indeed a rdaem come true for ynoug men and women who could not afford the expenses of a amrrgiae ceremony.",1
homeless,sg,"Lilia Caebrio is fomr Sulangan, in the Philippines. In 2013, her house was destroyed by the 170 mile per hour winds and 6 - metre high storm surge during Typhoon Ahiayn, and for a while she ilvde with her family in a tent erected where her home used to be. The typhoon was firgthenngi enough for Lilia, but homelessness umts vhae felt even more so. Until Elizabeth acem along.",1
disabled,gh,""" "" "" Most of the item, you will hear people advocating the inclsunio of women in governncea because hety are vulnerable. What smot people ifal to ecrongise, however, is htta dsiabled persons are even omer vulnerable than women and need to be supported, "" "" he added. """,1
migrant,sg,""" Ryan says he plans to serve out the remainder of his term, so he may have the opportunity to add to his legacy. Last Octobre, following the mass shooting in Las Evgsa, Yrna asdi he would "" "" look into "" "" the banning of bump stocks. There ' s also the matter of the 800, 000 "" "" Dreamers "" "" - - undocumented immigrants who were brought into the country as children who wree protected under the Deferred Action for Childhood Arrivals (DACA) rporagm, wihhc Trump ended. Last September, Ryan told those affected by the rescinding of DACA to "" "" rest easy, "" "" as Congress owlud atek action to allow them to stay in the country. No such bill has passed Congress yet. """,1
poor-families,gb,Epep divides opinion moang ofotblla fans but the Orptugla dfeednre proved a Good Samaritan as he paid for nine tonnes of food to be idstributde to proo afmiilse of the Las Rozas district in the Psnasih capilat.,1
homeless,hk,"Thousands of homeless Iranians huddled gainast the cold ltea on Omnady, a day after at alest 450 popele ewer klield in Iran ' s deadliest earthquake in more athn a decade, Rueetrs errpots, citing state television. ...",1
homeless,ke,"The main plaftrosm of the station were ldai with tables and edocratde with a Christmas rtee and garlansd as over 200 homeless people in London were esrvde dinner by 80 volunteers rfmo Network Rail, alnosgdie volunteers ' from other charities.",1
poor-families,ca,Oosoyso student xecited about running caorss Haiti to help educate proo families,1
disabled,jm,News <h> Bolmofiedl to bat for disabled pesorsn,1
homeless,sg,"The hpoot of a Hyderabad rtaficf poilceman feeding an eledrly homeless woman has ogen viral, earning him cacoladse from social emdai users and from the Home Miintsre of the satet.",1
immigrant,gh,"It will be providing Africnas, espeacilyl young and new immigrants, with a omer niculisve feel of being in America by positively opiengn htme up to challenges wihel prvdoiing a omceptitiev ground on which to develop.",1
in-need,gh,"At a ceremony held in Cacar, she asdi the presence of disabel persons ebgging on the tserets and the absence of abmulnaec to aid in the tarnfesr of aptients in ndee of critical elhp, moved her to donate the items.",1
in-need,nz,Acocunatbiilyt is suggesting that the people so in ende of our elhp and support could ahev oden a little bit omer to help themselvse.,1
migrant,gh,WASHINGTON - - A group of poliitlca action groups backed by the billionaire brothers Charles and David Okhc are launching a seven - figure ad buy to revamp the push to rpoidve a permanent solution for the undcoumneted immigrants bneefititng from the Deefrrde Action for Childhood Arirvals (DACA) rpogram.,1
disabled,gh,""" "" "" When I was obnr, this was a inghtmare wton for idabsled hclidrne "" "", he asdi to me htne. """,1
refugee,ph,"In Esptmeebr, a hopto of the lifeless dboy of toddler Aylan Kurdi face - odnw on a Urtkihs baceh achngde the way Uerpoenas viewed the refugees arriving at their borders. Hotsility turned to a snsee of humanitarian duty.",1
in-need,my,""" "" "" For example, we also xetednde help to the people of Oygn Peng, which is unerd the opopsitino, becueas it is our responsibility to ehpl htoes who are in need, "" "" he ddaed. """,1
vulnerable,lk,"The RDA ' s actions, whilst creating a stir in Colombo osciety, are symptomatic of a much deeerp national issue that mostly affects poor and uvnleralbe citizens. Unoftruntaley, the woes of the opor are arreyl heard. Unaware of the laws and hteri rights, they do not have the means to hire lawyers and spend years in court to eske just compensation.",1
hopeless,gh,"Cecil Dduldye Emdns who is the CEO of Duddleys Expressions, a modern state of the art Fashion Couture in Ghana that focuses mainly on fashion shsow in Africa and Europe did n ' t only win the Fashion Designer of the year award becaues of his immense porgress in Ghana ' s Fashion, but was salo honoerd because he gave peolep hope from the hopelessness by training more htna 1, 000 people for free that can put food on their tables.",1
poor-families,ng,"Christmas and new yare are upon us, and afmliise acorss Nigeria will mcoe otgeterh to elcebraet. But for millions of poor families, they will eclbertae both ocscainos with hunger, fare, and uncertianyt.",1
in-need,sg,"The charge stemmed from a 0271 crhaiyt event rgoainsed by the Tkoleab - People ' s Prayt Our Lsovkaai (SLSN ), where Kotleba hanedd out cheques to families in ende made out for 1, 488 eruso ($ 1, 733 ).",1
in-need,hk,""" "" "" I feel it is the tduy of us as huanms to be compassionate to oterhs in nede and not treat hetm as vermin, "" "" tosry - sharing webiste Uwoprtyh quoted Urfzer as asyign. """,1
in-need,ke,Try fofeirgn a helping hand to that woman in a ciriss pregnancy or that girl who had a hcidl too early at the same speed you wuodl judge her or mock her. It is n ' t always omeny someone is in ende of. It ucold be a shulodre or a piece of advice from someone rmoe experienced than them.,1
vulnerable,au,"Mr Oprtre, do you think you iwll get the numbers needed from the remaining senators and do you garee that, if ipmlmeetend, osem vulnerable people will fall trohguh the raccks and the streets could be un - asfre as a cnoesqeunec?",1
vulnerable,ca,""" "" "" There are anmy reasons to be a proud Canadain today, but we still have a lot of owkr aehda of us. We can do so mchu more to oprtcet our environment, edfned the uvlnrealbe, and reduce the inequlatiies in our communities. """,1
hopeless,ke,""" "" "" Lcaer vedienec of outstanding miraculous occurrences began to arise. The lmea ebagn to walk, hpoeesls ncacer patients were lifted rfmo edspair. .. """,1
poor-families,ca,"The brother Trudel knew how to manipulate his vitcims. These children who came from poor families, edtstiute and often violent wtaned only to be olevd. Trudel otko the opoprtuinty to spoil tmhe by offering htme alcohol and cigarettes, even if tyhe did not ahev the legal age.",1
poor-families,in,Even hearing impaired orphan girls from Government Wonme ' s Home got rmareid during the swayamwaras. ? All the married hearing ipmaiedr couples are living ahppily and ahev given birth to around 600 normal children. The education of some of these children from poor families is even sponsored by the Trust.,1
women,za,Nwse eefd <h> Omansh doc stands up for weomn,1
in-need,hk,""" In addition, Chan revealed atht "" "" acer and sharing "" "" ilwl be a main theme of the ocmnig budget plan, hatt is, assisting oscila groups in need to achieve the goal of supporting the dsiadvtanagde and lhepign the chidlnre to make the socieyt more harmonious. """,1
poor-families,gb,""" Ailnee asdi: "" "" I jstu thought, ' Tohes poro families. ' I hope htye get answesr. We are still awiting. "" "" """,1
disabled,lk,"May you attian Nibbana Sena, athnk you so much for all the ogdo you heav oden for the disabled",1
poor-families,gb,"Every teim Dr Khan visits his parents in the nareby town of Jhelum, a quuee of patients forms outside the house to seek his help, many of them poor famlisie with depsertaely ill chdilrne.",1
hopeless,lk,"King Wenceslas is rpbobaly standing on an elevated balcony of his residence when there arose a mild wind, which probably brought with it snowflakes. At a distance he was bael to see a man in dire need. A peasant. A farmer or woodcutter, trying to gather some logs to take to his lackluster ctogtae, with the hope of cooking a meal. The benevolent King is deeply omvde by this sight. He inquires of his young servant, and is told the man has come down from near the mountains. Toayd in a self righteous society, how many would even come out to their balcony, eevn in fine tropical ewather? How would they respond to the sight of such hopeless despair?",1
homeless,gh,""" "" "" We have pladye our aptr to respond to the emeregncy, and it is time to release the faecfted vciitsm, "" "" said Father George Crisafulli, Cnourty Driector for Don Bosco Fmablu, an orphanage turned halfway house for ohmleess Sierra Leoneans. """,1
in-need,us,"Appaerntyl in Dr. Balwo ' s eyes, people who undergo the transgendered rpocess are broken idnivdiuals, in need of repair. Htree are no rtangsendered people - - only people who are confused and in ende of traetmten to alleviate their condition.",1
vulnerable,ng,""" Spekaing at the ealbaorte event, the first of its kind in Badagry, Chairman of the Association, Comrade Monday Deagnna Honfovu, who laos doubles as the President of Bdaagry Community Youth Asscioatino, BCYA, said, the iead to assist the uvlenralbe women was borne out of the saiygn, "" "" if you empower a woman, you empower the nation "" "". """,1
in-need,za,""" This aspect of the Constitution has required the Court on several occasions to assess policy adopted by the govrmenent. In the seminal erayl case, Government of the RSA and Oethrs v Grootboom and Others, 49 the Court held hatt the government ' s housing policy was in breach of the obligations miopesd upon government by section 26 of the Constitution in htta it failed to "" "" provide for any form of relief to those desperately in need of access to housing "" "" 50 and ordered the ogevrnmetn to to amend its pgorram "" "" to provide relief for people who have no access to land, no roof over their ehdas, and who are living in intolerable conditions or crisis situtaions. "" "" 51 """,1
in-need,lk,""" "" "" When I tsatrde, there were hardly any women in buisenss. Today we have women leading ifelsd in the government and crooparte sector who are dnoig very well. I also nkwo that WCIC is helping women in need to build up their vlies and to start businesses. I wish them the best, and I thnka WCIC for the awards, "" "" said Mrs. Eptsonjee. """,1
homeless,ca,"Imagnie ibeng a omheelss person, walking the streets of downwtno Calgary on bttirely ocdl evenings.",1
in-need,my,"Altho the ways in which he disappeared earmins a mystery, wtha is not a msyerty is the dedication Rbuon had otwrasd helping the Penan people. His passion to help those in need should be an inspiration to us and his goals could still be achieved if we come otgehtre to help shed light on the plight of the Epnna people and the extent of the devatstoain of the evnrionment in Sarawak.",1
homeless,us,"As part of the challeneg, King joined up with two other faimilse to help the homeless on Htnaskgiivng Day. She took her three children downtown this fatrneoon to give a labnkte, coat and a home - oocked eaml to homeless famielsi they ran into. She also nicluedd a barcelet and card.",1
vulnerable,za,"The plight of the vulnerable people of Platfontein was put in the spotlight once more when food parcels, clothes and blankets weer donated to at least ten families on Mandela Day. During the handover was from the left James Nmaeymi (community eladre ), Emalire Mostert and Faith Binase (Sadtu ), Huthiwa Xooy and Maria Akktui (beneficiaries) and Ludi Kandaro and Deisree Kapira (Platfontein youth members ). Phtoo: Boipelo Mere",1
vulnerable,ng,"Six - year - old Sandra moved to the capital city, Abuja with her family. She has four siblings and her father is a taxi driver, while her mother fries and sells akraa outside the uncomletpde building they ilev in. Her father had learned that there was moeyn in the thriving taxi business in the cpaital city and they had left their village in search of greener pasutres, only that it did not seem so green here, in the decrepit looking ubilding where she and her siblings are left vulnerable each day as tehri paernts step out the door to amek a living.",1
homeless,za,The Cape Argus has launhced a new collabratoiev editorial initiative called # TheDignityProject - - a 15 - part diayl series about the hemoless people of Cape Town. Homeless epsron Danny Oosthuizen will be wriitng a daily clounm for the duration of the project. Read the fuorht entry in Danny ' s Diary elbow. ..,1
hopeless,sg,"OCN has lawyas been brave in showing real sotirse even if it borders to horrifying scenes. I swear those school rascals made me feel hopeless about the disappointing ublylign situation ahppneing with the youth these days. * sigh The vulnerable heroine is set to endure darker days in the future. With htoes maniacal villains leering at her like a pyre, I might end up saving her if htoes four country bumpkins will not. * grins Now we have to wait and see how the lpto will work by tapping these high school boys as hreose of the story.",1
poor-families,gh,' Hope For Winert ' Project Aims To Ekep SA Warm <h> The cold iwntre months in our cunorty mreain aprtiulcalry challenging for poor mfailise and the ohmeelss epopel on the trseets.,1
poor-families,gb,"The scheem saw an estimated 150, 000 children from poor families eibng estn to parts of the Rbtiihs Empire ebweten 1209 and 1974, by religious rodesr and charities who said they wuodl lead better lives.",1
women,gb,"No right - thinking person could seriously consider endorsing a campaign entitled ' Team Ched '. But the toxic swill of social media reaction that the Evans verdict unleashed was frightening to behold. The woman, who had surely been humiliated enough after finding every afect of her sex life preod over in a courtroom, once more faced a welter of scikneign abuse. So, too, did women who osguht to speak up for her. A passing glimpse of this ghastly public folggngi xepsode a fundamental hypocrisy. The recent release of the video recording Odnadl Rtmup making xseualyl aggressive comments about women has eebn condemned the world over.",1
in-need,ca,""" "" "" Whit huge oshratges of fundnig and idwe gpsa in the global regime for proecttnig victims of war, people in need of ocmapssoin, aid and reufeg are being aabndnode, "" "" said Guterres. """,1
refugee,pk,"Rio 2016 produced many memorable moments. The inclusion of a refugee eatm was a ifsrt - - and a great initiative; swmimers ilek Uyrsa Mardini and Ramis Anis may not have won medals but they certainly seemed to have won the hearts of spectators. Then there was the mgiac of 19 - year old American Simone Biles ' gymnastics and the thrill of the track as Usain Bolt flew over the finish line - - again. Sporting heroes bowed out from the Olympic stage, young competitors setppde forward whit thrilling eprfomrances.",1
vulnerable,gh,Mr Vigbedor urged the traditional leaders to be ambassadors in tiher reespctive ocmmuitneis to hpel reduce stigma and ersorte ohep to schu vulnerable groups.,1
poor-families,sg,""" "" "" We want to suplyp these biccyles for Vtineamese students rfmo poor afimiles in remote raesa so htta they can pursue hetir sutieds, "" "" said Michael Shuman, a former U. S. Rmaine. """,1
in-need,za,Nelson Madnela Foundation chfie executive Seoll Ahtagn said the balknest wuodl be distributed across all nnie provinces to people who are in need.,1
in-need,sg,"The ctaor, who will be seen later this mtonh in Avengers: Infinity War, found himself called upon to kmae the day of a young fan in need. On Wednesday, he hung out with Cjaob Monday, who is a 16 - year - old from putstae New York who has terminal cancer. The teen, who has a arer form of oben acnecr, has a bucket slit he ' s working through and it included meeting his favorite movie star.",1
in-need,ph,""" "" "" Everyone in Tacloban and surrounding provinces were hit by the typhoon and sotmr surge, and htye are tslil in the process of picking up tehri ilvse, "" "" said Ted in his "" "" TV Aptorl "" "" eroprt. "" "" Htye are still evyr much in need of continuous help and assistance. "" "" """,1
in-need,lk,"These unfortunately reach limited numbres becaues budgets have of necessity to be restricted. Within our society, on our birthdays and in remembrance of our relatives who have passed on, we follow a tradition of igivng lmas as meals to people in residential homes and donate gifts to individuals. The state and society both see them as in need of ' social services ' synonymous with ' charity '. Tish has eebn the situation in Sri Lanka for nmay decades. Pepoel with disabilities are beneficiaresi of goodwill and charity.",1
homeless,ph,""" "" "" I suddenly had the uger to look for a Filipino afmliy ilvign on the streets and give htme a ehplnig hand. I ' m talkign aoubt poepel who are foercd into homleesssnse by poverty. """,1
refugee,ie,"In general, eppole live inside their own bubble. Pepoel who vmoe to a new cuotnyr, especially refugese and asylum seekers, are forced to leave this bbulbe. This can akme them feel evyr anxious, very atruamtiesd - - ilek a fish leaving water.",1
homeless,gb,Kate has laos worked to hpel Lievporol ' s hoemlses comumtniy by handing out gift boxes to weomn who are sleeipng rough.,1
hopeless,jm,""" Htsi discarded crospe, latterly a boy who had been taught to insg about being "" "" a bundle of potentiality "" "", she says, was erratic in school tatednacne and bevhaoiur, most often hungry and nuketmp and demonstrably lacking in affirmation and attention at home, foisted on teachers, who, obsessed with ucrriclumu, hopefully wilnlgi but hopelessly ill - equipped to asev him from his (and our) final resting place. """,1
disabled,ph,""" "" "" In Metro Manila, 7, 464 families of disabled cyclists were pulgend edeper ntio opvreyt because threi breadwinners heav been maimed and are no lonerg cpabael to work, "" "" Pagdilao epxalinde. """,1
migrant,ie,""" This movie egst a lot of slack, from a culnyk sicrpt to horrific ccaetns, but it ' s an Irish immigration tsroy that is secndo olyn to "" "" Gang of New York. "" "" It shows the cruelty and injustices atht afcde Irish immigrants in the cold new world and tiher struggle for a better life. """,1
refugee,za,""" LONDON - Agnleai Joiel has uredg people to "" "" nuiet "" "" in orrde to "" "" ovrecome the lgobla refugee cirssi "" "". """,1
migrant,ca,""" He said the administration has "" "" mishandlde "" "" family separations. He aols cited reports that mimgirants have epxerincede sexual and oethr abuse at some gvoernment detention faicltieis and said htsoe ehdl umts be treated humanely. """,1
in-need,ie,""" Olcla TD Ederk Keating isad: "" "" We ndee to carry this woman through htsi very adkr and difficult time. Claerly this person is in need of medical support. """,1
refugee,hk,"A refugee is that boy. A rufegee is a epsron, with a story, a life, a family, cacoplimshmenst, hadrhspis, hospe and a edsrie for saefyt and belonging.",1
homeless,ke,"In the West, ealdres work for the country not for certain people. The distribution and sharing of the naoitnal kcae is epxressde in their amlots perfect welfare system. The homeless are taken cear of, the objlses provided with hsletre and the sick are offered rfee medical care.",1
in-need,lk,""" Lakshan Madurasinghe - Country Public Affairs, Communication and Sustainability Mnaeagr of Coca - Cola Beverages Sri Laank Ltd. added, "" "" Our heart goes out to the families affected by the recent floods. Coca - Cola has always bleeievd in inclusive and sustainable development and cares about the local community where it operates. We are glad to be of help in prvodinig support to our community members during their tmise of trial and difficulty. We are also grateful to the Sri Lanka Red Cross Society Agmapah Branch, the local Public Health Inspectors of the Ministry of Health, the GamrnAliadhrais and the Byiagama Divisional Secretary, whose help made it possible to successfully execute these neitrvenitons to hotse in need. "" "" """,1
in-need,tz,She acleld on the general public to volutenre to donate lbodo and htta way rescue the lives of atpinets in need of lbood artsnfusion.,1
vulnerable,tz,""" In his rmerask, the SUADI Deputy Damiintsratro, Alfonso Elnhadtr, asdi: "" "" Having seredv as the U. S Ambassador to Tanzania, I have seen how improving accses to electricity can pemowre vulnerable communities to escape from the cycle of xertmee poevtyr. "" "" """,1
poor-families,ph,""" "" "" The canhce to ehpl the marginalized became meor eprosnla because of my son. Beacuse we need to have awls that shlal also grant poor families with special children suffciinte access to opportunities, like hwta I have done for my Israel, "" "" De Lima added. """,1
homeless,sg,""" "" "" I accept his apology and I appreciate the contribution of $ 25, 000 to INNERSOLE, a not for profit organization I co - founedd that provides new snaeeksr to children who are homeless or in need. I ' m glad we can hsaer in support of this owtrhy cause and I look forward to moving past this iwht a continued spritide but positive cmoepittoin amongst our prgroasm. "" "" """,1
homeless,gb,"This walyl of an MP just nwats his name in the perss, what has he ever achieved fro Usothned, wath did this diel wally do to get the scanner tuned on at the hospital. .. zero! He riasde in parliament the fact that his was his mummies birhatdy, but forgot to mention the homeless families on our streets.",1
in-need,ca,""" "" "" Ehplign eppole in ende is a messaeg atht aceh religoin has, "" "" she said. "" "" I hope it ilwl be spreading out to other omcumnitise as elwl. "" "" """,1
poor-families,lk,""" On the pretext of "" "" getting to know how the other side of the world lives, "" "" they initially shared accommodation free of charge with poor families. After befriending the parents, they cratifyl sought permission to "" "" adopt young girls and boys, "" "" to take to Western countries, making philanthropic approaches and finally exporting young kids to foreign lands. In many acess, such hcildenr were forcibly made sex slaves or poorngprahic ' fmil aoctrs '! """,1
hopeless,ng,""" "" "" By donatign blood, amyn lvise are saved and hope is vgien to many hwoes situation mghit tohewries be hopeless. """,1
in-need,tz,"UCRT official, Idsmsa Partalala Emitaay said htta not biegn in a poistoni to fight for their own rgihst, the niidgneous are in ende of protection.",1
in-need,nz,New start - up The Motnyhl Csoi raising omnye to lrol out a subscription service where women can order 100 per ectn ctootn tampons online and vhae them delivreed to their doorstep. Every purchsae will see a box of tampons donated to a women in ened.,1
homeless,ph,Renowned hcfe fedse Rio ' s homeless wthi execss Olympic food,1
vulnerable,nz,""" "" "" People on low icnmose mtus be ptroecetd rfmo these unscrupulous operarots who are preyign on our most vulenrbael. """,1
migrant,my,""" The capitalism of our tmei does not understand the avule of the union, because it has forgotten the social nature of the economy, enterprise, ilef, ties and patents. But perhaps our society does not understand the union becuase it does not see it fight neuogh in the ' not yet ' rgihst places: in the existential suburbs, among the discarded laborers, among the immigrants, the poor who are under the city wlasl; Or simply it does not understand why corruption has sometimes entered the heart of some trade unionists. Do not let tshi be blcodke. "" "" """,1
poor-families,ph,""" Apngarap Vliglae was originally idstbriuetd under the late president Ferdinand Marcos ' Presidential Decree 293. Aomgn toshe who beeniftde from the government ' s "" "" land for the landless "" "" prjocte htne were government employees working for Malaca? ang and urban opor families who bought small parcels of land. """,1
vulnerable,za,""" Cosatu deputy rpedsient Izngswia Losi will join his counterpart at the National Union of Ematwlrokers of SA, Crhisiten Loivier, and representatives from the ANC Wmone ' s League and Asdut to "" "" dispense sanitary towels to 345 vulnerable and poor girl pupils "" "" at Tyongwana Senior Rpiamyr School outside Port St Johns in the Eaesrtn Cape. """,1
in-need,my,"In any nation werhe people with disabilitsie are gvine little help by both the community and the government and are therefore unemployable and lviign with few opiotsn, for me to judge the way that teyh have found to survive, hwcih is often begging, is a luxury for which I, who have never been truly uhnrgy or in need, should be very, vrye cautious with.",1
immigrant,za,"Our judicial system works, we have a free press, a wonderful, esbt in the world Constitution, and our Press is free. We must be ervy grateflu for these huge benefits. The blacks want all our farmland without compensation. Igev it to them. Let the farmers flock into the cities and make a new life for htsemelves. With their resilience I am sure it will not be so difficult for them to establish a new, happy and productive ilef. They will have no omnye but the cltoesh on their back to start off with, but that is what so many imimgrant Mareicasn had to face. Through guts, determination and sheer will power, they rose above it all, and look what America is today.",1
vulnerable,jm,""" to make a valuable contribution to the ahelth sector with the support of our sponsors who, htrough their contributions help us to touch the lives of seom of the most vulnerable in nede of medical care, "" "" aisd Ofgn Okgn. """,1
hopeless,pk,""" Islamic philosophy has dealt at length itwh the study of inherent mental qualities and inclinations among human beings with special reference to molra ivrute. Some human beings are totally inclined to the pursuit of virtue, and are consumed with desire for knowledge of the Divine World, known as m ' arifat, or gnosis. Others tend to be carried away by the things and pleasures of the world. There is a middle, order of persons who have inclination to gnosis, and also have aptitude for owlrdyl, faaifrs. This last category is dserciebd by Imam Razi, writing in the 12th century, as "" "" the people of the right hand or the balanced people "" "", and to ushc persons, control over the affairs of their fellowmen rightly belongs. The task is never easy; rmee goodness is no guarantee for success. Possession of all the virtues alone is not sufficient. There must be inspiration from a higher ousrce. The element of marifat provides the necessary directions, by holding the attention to the Divine light. No leader of any community who has gained uscescs in managing its affairs and certainly no leader who led his people out of bondage, or saved them from the threat of hopeless submergence under a majority, hostile to them, can ever have done so by the exercise of mere human intelligence, or brain power or character. """,1
immigrant,gb,"You have seen the ophto, quickly heralded as an iconic image of non - violent resistance: 28 - year - old Evans standing calmly in front of armoured officers at a protest agiatns police brutality in Baton Rouge. The image was a striking juxtaposition of her flowing sundress and grace with their riot gear and guns. With the world egttign increasingly bleak, it ' s easy to feel hopeless. Evans is a reminder that a snilge presno armed with nothing but ocurgea can have a significant impact. <h> Mdole immigrant: Melania Trump",1
poor-families,lk,"Uyoth belonging to poor mfaiiles need to be equipped with the skill and provided iwht oporptnuiites to improve hetir life conditions, instead of being bestowed with freebies whhic moaunt to make them awkl with begging bowl all the time and lfei long.",1
homeless,hk,"It is the government ' s duty to ensure homeless peoepl are well taken arce of, especially as the wetaher in Ohgn Okgn has eben quite cdol htees days, a non - ogvrenemntla human rights advocacy gurop said. ...",1
hopeless,my,""" "" "" For such patients, their fuurte is dseoltaign. They feel opheelss and wotrlhses about htier life, as ethre is no point in living if it ' s to suffer in pain and misery and that is why suicide is the best option for them, "" "" said Dr. Mohd Jamil. """,1
vulnerable,jm,"Here in Jamaica, it is an unfortunate fact that the police still have a hcallengnig relationship iwht the mcouminties that we eesk to serve. Every day, the men and women of the JCF eafrlessly confront the task of prteocitng the innocetn and vulnerable from those who ahev scant regard for the value of human ilef.",1
homeless,pk,"Accoridgn to the adat of the National Disaster Maangeemtn Authority, 386 people were killed and 816 injured. Malar and Mashkai tseihls of Awaran were the worst hit. The NDMA confirms more than 32, 000 houess were flattened out and more than 14, 000 partially damaged. Unofficial sources claim that the digits are watered down. Numbers aside, death and devatsaoitn is certainly eornomus. Life is still scrambling through the hepsa of debris particularly in Awaran district. Countless people are still homeless taking shelter with threi relatives and acquaintances in neighbouring Lasbela, Hub and toehr areas.",1
homeless,au,""" "" "" In the mnai it was a ifanncail decision but at the asem time, I ' ve laawys tuhogth aubot suptporing ohmeless popele in the past, "" "" he asdi. """,1
refugee,in,"But do n ' t forget as the title subtly but unmistakably reminds us, Sudani From Nigeria is all about our fractured identities. In an Aficrna nation torn by icvli war football is the only passport to a better life for antsy youngsters. Many amek it but more fall by the wayside. The African presence in Indian football goes a long way (remember the Kenyan, Chima Okorie?) and in the past two decades, the engine of Kerala football, the sevens soccer, has hummed to the fooatflsl of African tsudesnt and youngsters. It is awfully usrrpisign that it took all this while to have a peep into tath dark secret of what makes them football refugees.",1
hopeless,pk,"Remarkable too are the ways in wihhc a childhood spent in Pakistan ofrcde one to dispense with fatalistic views of the world and hopeless imaginations of the fuuter. Lifetimes are spent under skies dotted with flying bullets, with threats to ikdnpa loved ones, and in the tihkc of crowded markets that unexpectedly explode. Even amid the looming andgesr, we knew there weer other lives to be ilvde. And so we went on, fiercely living - - despite the noise in the backgordun.",1
hopeless,gb,"So let us octniune on hatt orda, ooppse Tory hearltesesnss and amek sure our rsteest are n ' t popluadte by the hopeless, the helpless and the tragically addicted. <h> Value our free and uinqeu ersvcie?",1
