community,country,text,labels
hopeless,lk,""" According to the US Subject matter Abuse and Mental Health Divine service Administration (SAMHSA ), "" "" suicidal experience are astir overwhelming emotional pain where one feels trapped, alone and hopeless. It is not their life that they wish well to extinguish; it is this pain they need to kill "" "". """,1
disabled,ph,"While Mseffer fete her radical ' s advancement toward integrating the disabled, she wants authorities to get more tortuous.",1
homeless,sg,"After that, she decided that she would non continue with a collection drive as it was cumbersome and decided to see for a single patron. Just soon, cash - rich multitude depart approaching her and gave her money to build up shelter for the homeless.",1
refugee,za,"The pope too cry on the fold to reach out, saying that personal encounters with migrants and refugee can help disperse misshapen fear and political theory.",1
poor-families,ng,"In June this year, William henry gates launched a campaign to aid exceedingly poor family unit in sub - Saharan Africa by giving them 100, 000 chicken.",1
disabled,ca,""" "" "" We just could n ' t believe it was such a circus, "" "" Derewianchuk say of a premature zoning hearing last calendar month. "" "" Who said just because you ' re disabled you hold to inhabit in a dive? Why calif. n ' t they live in a prissy home? """,1
homeless,lk,"Touched much by their plight, Commanding Officer and all ranks of the 7 Sri Lanka Light Infantry (SLLI) Regiment serving under the Security system Fore Central office - Kilinochchi (SFHQ - KLN ), offered their financial and labour support for construction of a new house to a homeless family in Kanakapuram, Kilinochchi.",1
homeless,gb,"After a grownup cassino win, Mario Balotelli give a homeless man? 1, 000 (protoactinium ).",1
women,gh,""" Helium cash in one's chips on to recommend woman to check from that and forbear from being "" "" all over "" "" the place. """,1
hopeless,ie,"What we have instead observed has be an ever - escalating education arms race, in which the inadequate children have ended improving hopelessly ill - equipped to fight. The signs are all around us: the booming billion - pound industry of individual tutors paid to boost pupils? ?? grades; the sharp - elbowed tiger parents stopping at nothing to get their nestling into the respectable schools, and the stressed - out students trying to navigate a complex and often baffling university admissions system.",1
homeless,us,"Since the publication of the book, I have been stunned to hear from so many people who have have the degradation of homelessness. I remember one particularly heartbreaking account from a woman world health organization be living in a automobile with her daughter. I received so many stories from men and woman of all age that I wonder how far we have left our judgmental attitude behind. Because when we elevate our compassion, it leads to action to figure out the problem.",1
vulnerable,ng,"In this interview with Samuel Oladimeji, mendelevium / CEO Fortis Mobile Money Express, talks about his fellowship, how it has helped the union administration achieve it aim of ameliorate the sufferings of the poor and the vulnerable and more. Atomic number 2 spoke with Medinat Kanabe.",1
refugee,ng,Their men were rounded up into 2d World War - like Nazi absorption camps and starved and tortured to death and their dignity and self - respect be taken from them. They were turn into an internally - displaced people and their land was transform into a sea of desperate and suffering refugees.,1
in-need,sg,""" "" "" The offer to take 20, 000 Syrians is welcome but United kingdom of great britain and northern ireland needs to take that dire mathematical group now, not over five years and dally a strong part in resolving the refugee crisis in Eu, "" "" he said. """,1
homeless,us,""" 2015 donation drives, feed the hungry, and volunteer opportunity around Capitol Hill With a "" "" state of parking brake "" "" boosting spending some seventeen% , Seattle is poised to spend $ 47 zillion in 2016 on it homeless person and low income programs and services. Of. .. Continue reading? """,1
vulnerable,ng,You are not a country when you well watch starvation waste your most vulnerable and innocent citizens. You are not a country when allow the people that fled the instant butchery of terrorists and ran into your arms die of thirstiness and thirstiness in dozens. You are not a state when you collect the weak and the miserable and abandon them to ' mercy killing ' food abnegation!,1
disabled,bd,To mark the International Day of Persons with Disability Satkhira territorial dominion administration and Section of Social Services hold a sublime rally in the territory town yesterday DHAKA TRIBUNE <hydrogen> International Day of Individual with Disabilities was observed across the country yesterday with a call for take away all barriers of the handicapped and working for their welfare.,1
in-need,us,""" it ' s very upsetting to see how this is strictly about bear witness that the government can do something, as opposed to doing what ' s right and helping those in pauperization. We have a history with the US turn Jews come from Europe down, and I ca n ' t help but draw parallels. "" "" """,1
in-need,my,""" "" "" We need to give anteriority to how we be going to assist these people in penury for the first time when suggesting the quantum, "" "" she added. """,1
in-need,ke,"Troll Table Mombasa 3 raise 1 Million Shillings towards their flagship charity task, the annual? Week of Healing? , where healthcare and surgeries represent made available free of charge to those in pauperism.",1
disabled,jm,"It is intended to heighten the church ' entropy awareness about person with disabilities in their congregations and throughout Jamaica, and testament encounter it meliorate strong arm accessiblility to its building, and offering education, engagement and membership on committees / boards to disabled members.",1
vulnerable,gh,"As for men who misuse women, the least said about them the better. And to those who seek sexual favors from vulnerable women. .. Ayekoo! (Well suffice!) For all you know, you are the unity promoting sexual practice workers in the world today. As I mentioned earlier, most of these women have good hearts and their doings may have been triggered by a horrible background, find out out and make up good towards them. Marry them if it demands you should.",1
homeless,gb,""" She said: "" "" Single saw this motive when I was help with the Eagles Wing Trust mobile river soup kitchen in Dundee. Toiletries and other essentials have a huge difference to citizenry world health organization are homeless or have no home of their own. "" "" """,1
refugee,lk,"Pope Francis has visited a refugee center to wash and kiss the fundament of Muslim, Orthodox, Hindustani and Catholic refugee.",1
vulnerable,gh,"A Lieutenant Regulator in Zamfara State in Nigerian, Malam Ibrahim Wakkala Mohammad, has promise to sponsor the wedding ceremony of 100 vulnerable couples across the state.",1
refugee,ca,"TORONTO - - Canada has long prided itself on being a multicultural nation that rate comprehension, give its borders to refugee and immigrant, no matter their ethnicity operating room religious belief.",1
homeless,ie,"The saddest thing, of course, is that she did end up urgently vulnerable on the streets of her metropolis. By the 1970s, even as she wrote the last of the columns, she was suffering the ravages of a mental crack up that saw her become paranoid and lost, even homeless for a metre.",1
homeless,ng,"That is not all. Regarding the character of life as contained in the Millennium Development Goals, such as access to health care, drinkable water, electricity and reliable infrastructure, the country went from bad to worse. A veritable underclass of desperately poor people, some abandoned ship and homeless was the underside of increased growth and expansion of the millionaire class brandishing private jets. Add to this depressing scenario, our recent economic convulsions manifested in worsening unemployment, upward spiral in the inflation rate, the degradation of the salaried elite caught in a trouncing of lengthening nonpayment, the virtual wiping out of small scale businesses, and you get a social explosion waiting to happen.",1
homeless,pk,"But displaced multitude were not left homeless by developers and government agencies; shift and resettlement in Singapore has been handled with tremendous charge, and it is ne'er begun unless permutation homes or flats for the affected embody ready.",1
in-need,pk,""" "" "" Because our democracy are inclusive, we are capable to welcome masses, and refugees in need to our area ' s and nowhere have we seen that compassion more evident than here in Greece, "" "" helium said after visiting the Acropolis hill in Athens. """,1
immigrant,ng,"The immense southern borders of Libya are used as a crossing decimal point for illegal immigrant desperate to contact Europe, due to pitiful security conditions in the region.",1
disabled,my,"2017 Budget: More need to be do for disabled, enjoin groups",1
poor-families,gb,"As the firms ' names, locations and charges suggest, they are n ' thyroxine best known for their workplace grapple with marital scraps within poor families, oregon even easy upper - middle - class ones. One of the most high - profile lawyers in the field is Fiona Shackleton, who acted for Prince Charles and Sir Paul McCartney during their divorces. Nicknamed the Steel Magnolia, she is easily identifiable by a head of blonde bouffant hair that was once famously drenched and straightened by a glass of water thrown by Sir Paul ' s ex - wife Heather Mills after a piercingly contested court hearing.",1
poor-families,gb,"Tike born to piteous families deserve that experience just equally much as rich ace. Regulators world health organization consist with every 2d breath, can not be expected to understand. <h> Anonymous",1
homeless,tz,""" "" "" Evros make up not just the delimitation, "" "" he said. "" "" Evros is hither in Thessaloniki. They are hither, homeless, without any supplying of service of process. "" "" """,1
migrant,gb,Extinct of billet: A man in a suit and his smartly dressed companion walk preceding a family of migrant drying their apparel on the rail by the sea front at Knockout,1
homeless,us,Battle homelessness done fashion equal the business model of deuce Christ College graduates who represent donating some profits from their new clothing caller to help people on the streets.,1
homeless,my,""" She asks, with despair in her spokesperson: "" "" What ' s the item of falsify for the homeless person when the homeless ca n ' t cook for themselves tomorrow? "" "" Throwing her custody up in the air, she retorts: "" "" How was One supposed to start when I did n ' t have the funding? "" "" """,1
in-need,in,"Just despite the dwindling hope, Yemenis refuse to give up on others in need.",1
hopeless,ie,""" In the meantime "" "" throughout this island, the mellow level of self destruction is terrible and terrify. "" "" As Christians "" "" we give notice give hope, where a mortal feels only darkness and hopelessnes, "" "" helium said. """,1
homeless,pk,""" "" "" They ' re a little bit behind pine tree state I cerebrate, "" "" said Starc, world health organization catch some z's rough on the Sydney Cricket Ground turf on Sunday night to raise money for a local charity that fights youth homelessness. "" "" If all is going well with them they might start bowling this week. Ane ' m a piffling bit ahead. Hopefully all three of us are on the plane to the UAE. "" "" """,1
in-need,ph,"Help away in the community and apply back to those in need are meaningful throughout the year, but especially during the Christmastime season.",1
vulnerable,ie,""" "" "" We are challenge, I suggest, to turn this time of jubilation into a free burning commitment of awareness and care for those for whom each day follow an act of survival, "" "" said Mr Higgins, thanking those who work to support the vulnerable. """,1
refugee,ca,""" But it ' s really not that incredible any more, is information technology? This is the same government that considers every shell - shocked Gazan child and every desperate Syrian refugee clinging to a caoutchouc raft to be a potential terrorist. This is the same premier minister who lied shamelessly to Canadians during last week ' s debate when he claimed the the Liberal and New Democrats "" "" would have had, in the last two weeks, united states throwing open our borders and literally hundreds of thousands of people follow without any kind of security check or certification. "" "" """,1
immigrant,hk,This mustiness probably be the biggest hurdle for young immigrant.,1
women,jm,""" "" "" Atomic number 53 do n ' t believe in miscarriage, Atomic number 53 think it is unholy. One would state woman to have their child and God volition cater, "" "" said Julene. """,1
homeless,lk,You do n ' t need to argue about the security of former President see what ' s happening today as most of the people are suffering from floods and are homeless and their property are destroyed and help those people who in need of this hour you bloody fool pastor.,1
migrant,gb,""" When she delivered her Nobel lecture, two decades after represent awarded the pillage, she mentioned the "" "" great sufferings "" "" addressed in Buddhist theology and dwelt on ii she had come to know intimately: "" "" To be parted from those one loves and to cost forced to live in propinquity with those one does not love. "" "" She continued: "" "" 1 thought of prisoners and refugees, of migrant workers and victims of human trafficking, of that great mass of the uprooted of the Earth who have been torn away from their homes, parted from families and friends, forced to live out their lives among alien who are not always welcoming. "" "" """,1
hopeless,ie,"He may well induce impression and this english hawthorn hold extend him to become so withdrawn, recluse, unenrgetic, and trapped. Or his lifestyle and daily habits may have led to him becoming depressed and hopeless.",1
disabled,pk,Arshad said that besides learning many new aspects of sports leading helium learnt how fast - developing nations were practice sports as a tool of development and in this effort the handicapped and the underprivileged be not left behind at any stage.,1
refugee,jm,"What land need to do is begin to rebuild the spiritual walls that were broken down, as in the Al qur'an of Nehemiah. Any nation that shows mercy and compassionateness to refugees and undocumented personnel will receive great blessings from the Creator who is the One who gives power to get wealthiness. <h> Paying taxes",1
hopeless,za,"SABC be unfaithful, false and hopeless. . Just close the SABC and donate all the jillion and millions of R ' s to the poor, then hold DSTV 1 / 8 price to the wretched. Then, we will have a better SA. SABC is really K * G compare with other 3rd world coutries.",1
hopeless,gh,""" He must judge every sin, yes, even the so called "" "" respectable sins "" "". If we lavatory not represent made right hand with God by our righteous deeds because of our sinful nature as the Bible distinctly states, then it leaves anyone trusting in his "" "" works "" "" for salvation, helpless and hopeless for eternity and a rallying cry for a mediator between a holy God and a sinful piece becomes our need (Job 9 ). """,1
homeless,gh,"Azumah described the book, the proceeds of which would comprise injected into his Akuse - based Fundament, as the second chapter of his life and suggest that defend the initiative compeer to fighting analphabetism, poverty, and homelessness among minor in the country.",1
poor-families,ie,"This year TEAM HOPE shoeboxes from Ireland will go to street children, orphan, youngster in hospital, poor families, victims of war and other needy situations in Eastern Europe and former Soviet Union es. g. Romania, Kosovo, Albania and Africa e. g. Cameroon, Congo, Ruanda.",1
vulnerable,gb,"A spokesman for Cygnet Hospital Woking, which tend the building block, said: ' We endorse some rattling vulnerable people, to whom we have a duty of concern, a cardinal function of which is respecting patient ' confidentiality. Therefore, it would not be appropriate for us to comment on an individual pillow slip.",1
poor-families,tz,""" "" "" If I exit. .. I know there is a day that I will die, when that day make then I would like to be remembered for helping many children from the poor family to have accession to modern and quality education. .. that is why I have been moving up and down to ensure that we have good school that will provide an opportunity for our youth to develop a good education. .. in these schools we do have Germany teachers and others (volunteers) from other developed world so as to ensure quality education represent provided to our children, "" "" he said. """,1
vulnerable,gh,"Born a Christian, my HUMILITY and RESPECT for especially the elderly and young of our society is real firm, minded and entire. In alike manner, my DEFENCE and JUSTICE for the helpless and vulnerable is rattling much like.",1
disabled,ke,""" "" "" We be encouraging all investors assay to start projects in Lamu to consider women and the disabled because at the end of the day, we are seeking to hold an all - inclusive society, "" "" said Mr Obbo. """,1
migrant,ng,""" The varsity letter ended with a call for the bishop to produce a church which hear to "" "" the hungry, the imprisoned, the migrant and the mistreated "" "". """,1
in-need,au,""" "" "" We ' re providing a million dollars to the World Food Program to deliver a thousand tonnes of rice and we ' re support that upward with nearly a million dollar made available to the Red Cross to catch supplies for those in need, "" "" he aver. """,1
poor-families,bd,"Aklima Sultana, a teacher of the mental home, told The Daily Star, ? I feel really lofty when I cogitate I teach underprivileged student add up from very poor families.?",1
migrant,sg,""" Immigration again issue as a possible point of contention. House Democratic leader Nancy Pelosi, who help negociate the accord, nevertheless said she would oppose it unless Ryan promise to advance legislation to protect century of m of young grownup immigrants, known as "" "" Dreamer, "" "" brought to the United States lawlessly as children. """,1
in-need,ng,""" "" "" She has matchless huge platform, and information can go out to places that really need to know what ' s going on in her hometown. She has always availed not only her platform, her voice, merely also resource - - palpable resources - - to aid those most in need in Houston and around. "" "" """,1
homeless,pk,""" "" "" This nostalgia of homelessness is the fate of my generation and tribe. 1 am not the only one walk on this pathway of anguish, a whole train of wounded psyche be walk with maine. "" "" (Ashfaq Ahmed) """,1
in-need,gb,"Destitute, or clutching a impudent - phone? Rather than getting caught up in arguments about who is most in indigence, we must simply move as fast as we can to improve lives. Literally and metaphorically, we demand to pull people out of the urine first, and ask questions second. So if you can, sign up to represent a foster carer, not just a refugee foster carer. Compassion should have no border.",1
disabled,ng,"The organise committee also confirmed that Russian abject - income citizens, including families with many kid, orphans and handicapped masses, bequeath be capable to visit the Confederations Cup matches for detached.",1
hopeless,lk,"The residents of Poranu Kotuwa who were strip of healthy and self governing aliveness in normal weather conditions, are facing a genuinely hopeless future.",1
in-need,my,"While many Muslims can count on their blessings, they should not leave the destiny of those world health organization be poor and in need of helper.",1
in-need,sg,""" Dr. C K Gypsy rose lee, Chief Executive and Medical Director of Hong Kong Red Cross Blood Transfusion Service, say, "" "" We are very glad that Asiaray non only supports simply also participates in the ' Give Rakehell Alliance '. We look forrad to its originative and integrated publicity campaign helping to effectively encourage all walks of life, particularly young masses, to give blood regularly to benefit those in need. "" "" """,1
poor-families,za,"Relief programmes are embody scaled up to meet rising needs, but to save lives and prevent decades of development progress from being irreversibly eroded, more must be done. We need to provide more people with desperately needed cash and food assistance. We take to reach more children with specialised nutritional support to stop greater numbers from become malnourished. And we postulate to expand social rubber net that buffer the wallop of this crisis, such as school feeding programme so children from poor families get at least one good meal a day. The urgency of the situation is irrefutable. But humanitarian aid is not keeping pace with the tremendous needs. Not even close. In fact, on that point is a staggering funding gap - - and it is a tragedy in the making.",1
in-need,us,""" Dr. Lester Keith, doctor and professor of concern administration, and others are checking with local transportation groups to see if they bum bring those in need of a meal to the college for the 4 p. m. dinner. "" "" We will also be contacting local soup kitchens as a pickup location and volition work with them to transport any leftovers to them thus there follow no wasted food, "" "" Dr. Keith said. """,1
refugee,my,"SINCE opening its threshold to Syrians fleeing warfare, Sweden give welcomed record numbers of refugees and a modest but growing group be taking immobile - tracks to jobs, bucking unemployment trends.",1
vulnerable,nz,ii. Limiting interest charge in relation to the OCR. Loan sharks target the poor and keep them entrap in the prison of impoverishment with crippling involvement rates. Regime can help hither with some shelter for the vulnerable.,1
homeless,pk,"Back to the commercial, the artist name above asking the audience to donate for homeless children, elderly citizen and above all for Edhi, who was always willing to lend a hand to anyone who needed information technology.",1
in-need,hk,Hope Reins brace rescued sawhorse with kids in need <hydrogen> The religion - establish organization offers equine counselors to children who hold faced ill treatment and disregard,1
immigrant,us,""" Wishful thinker be immigrant world health organization were brought into the United Department of state illegally as children. Under the program President Obama created, "" "" Dreamer "" "" experience been allowed to stay de jure. """,1
homeless,ng,""" All these service were primed towards, in Mother Teresa ' s ain word, "" "" the hungry, the nude, the homeless, the crippled, the blind, the lazar, all those people who feel unwanted, unloved, uncared for throughout society, people that have become a effect to the society and are shun by everyone. "" "" """,1
vulnerable,jm,"The paper demonstrates why stakeholder consultations with a variety of informed actors from businesses, civic order, labour organisations, academia, and others including those world health organization tail provide a voice for the most vulnerable, matter. It describes the various mechanism and processes that country such as Korea, Japan, the US and others have introduced to ensure that stakeholders ' interests have avail create or balance the broader objectives of trade negotiators.",1
poor-families,au,"Indian tike from poor families never get a chance to use a computer. Nor do they incur a chance to speak English. For the most part, their English teachers themselves struggle to speak it well because they too were badly instruct.",1
vulnerable,ie,"She was only 26 at the time and looks like a trapped, wounded animal backed into a corner and staring directly down the gun barrel of a hit man. The raw anguish she exudes in that picture emotes the abrasive reality of heroin addiction as this truly vulnerable and broken soul cries come out for help behind tear - filled eyes.",1
women,tz,"KWIECO boasts to have completed construction of a centre for victims of gender violence at Hutch Town, where victims call, stay temporarily when are counseled, getting medical care and undergo capacity building and empowerment on how to depart new life. 75 women get such services at the centre that has 10 beds but with a electrical capacity to accommodate eighteen.",1
immigrant,bd,"Trump seeks $ 25 billion for border wall, offers ' Dreamer ' citizenship <h> President Donald Cornet on Wednesday previewed his outline for an immigration bill that he will promote next week, saying he wants $ xxv billion (17. 6 billion pounds) to build a molding wall and is unresolved to grant citizenship to illegal immigrants who were get to the United State as nipper.",1
poor-families,gb,"The school is exercise fine. It has the total number of 19 teaching staff, 2 administrative staff, 1 librarian and 2 supportive faculty. The total number of student is 392, out of these 97 are from SOS Children ' s Village, and 100 are from the learning computer programme and the rest from the community around. The scholarship programme was introduced to rescue nestling from our target i. east. children from poor families, those at risk of losing maternal care and those who have lose their parents. The organization provides them with all school materials including uniforms and exercise books.",1
homeless,gb,"Over the last class, they receive helped provide various types of support to legion struggling individuals and family by matching those want to give help to those world health organization need it, from painting and decorating family homes in wretched condition, organising days come out for underprivileged child and helping the homeless.",1
in-need,gh,""" As a child, I have always been told to fall in to those who are in need. I have been raised up to believe that if I do n ' t give to the needy, I will find my way to hell. Due to these teachings that has been imbued in me, Ace have been generally been sympathetic to the needy. After all it is said in the Holy Scriptures that "" "" there is blessing in giving than receiving "" "". Growing up, One have however disabused my judgment of this notion. I be just tired of seeing a familiar face beg on the street for far too long, I am tired of throw money to a beggar who asks me for money today and yet shamefully ask me for help again when he or she meets me on the side by side day. """,1
homeless,gh,"As a result, millions of Syrian every bit considerably as people of other state in the region have been made both homeless person and hopeless.",1
in-need,us,""" "" "" As Briggs & amp; Stratton celebrates information technology hundred and tenth anniversary year, what better way to reaffirm our commitment to the Milwaukee community than by providing $ 1 million to kids in need of paediatric care, "" "" said Rick Carpenter, vice president corporate marketing. "" "" We are lucky to have one of the nation ' sulphur top pediatric hospitals decent here within our residential district and Briggs & amp; Stratton firmly stands behind its allegiance to extend its support into the future. "" "" """,1
homeless,my,"This collaboration between Institut Onn Ja ' afar (IOJ) with Yayasan Chow Kit (YCK) invites all Malaysians to give breakfast to the homeless by start their soup kitchen as early as 7am. They engage at one time every two weeks, on the first and third Wednesdays of each month outside KL Krash Pad at 346, Jalan Tuanku Abdul Rahman.",1
poor-families,my,""" Antiophthalmic factor Catholic female parent convinced her family to sustain a unlike Christmas. They saved money for a month and decided non to have gifts in order to help two wretched kinsperson, one Catholic and one Buddhist. "" "" What I want is for my children to learn the honest meaning of Christmas, "" "" she said. """,1
homeless,ph,"He would have found joyfulness in spending time with the homeless children of Manilla. The tike, ubiquitous in the city as they beg for alms, regrettably missed possibly the only chance in their life to receive papal blessings. Social welfare personnel spirited them away, considering the five - day papal visit a good clip to introduce the homeless person to dwellings with doors and sanitisation facilities.",1
homeless,jm,News <henry> From homeless person to hopeful <h> Portland ' s indigent make a cap terminated their head,1
disabled,ph,"Over a hundred children get glimpse of such moments through stories at the Read - Along last week at the Asker ' s main office in Makati City - - the passion that wrap a disabled child upon discovery of a father ' s unconditional love, or the exhilaration that get when support from loved ones revitalizes one ' s finding to pursue a dream or start a new one.",1
vulnerable,sg,"Meanwhile, Social and Family Development Minister Tan Chuan - Jin said his ministry would sharpen on strengthen marriages and family, cater a good start in sprightliness for the young, help the vulnerable and nurture a caring community.",1
vulnerable,us,"Over the years, I take worked very hard getting the word out about this national ignominy. Our most vulnerable citizens in long - term care facilities do not have a voice and FATE has represent able bodied to fill that vacancy by speaking loud and clear for them and their families about abuses in tenacious - term care quickness and, in fussy, the overmedication of the patients in those places.",1
hopeless,gh,"He said the current local derivatives or names exudes grimness, soberness and suggests even the macabre in the minds of people so that sufferers were oft tagged hopeless causa still where there personify promise.",1
in-need,ca,"NDP foreign affairs critic Paul Sir james dewar impeach the government of breaking from the international community every bit well as Canada ' s ain custom of admit those virtually in need of protection, no matter their background.",1
in-need,in,"In the city of Hyderabad, ' Wall of Kindness ' appeared over the weekend. A joint effort of the Greater Hyderabad Municipal Corporation (GHMC) and the citizens of the Rajendranagar area, the ' Walls ' encourage citizenry to pass on books, clothes, footwear and other old thing for the great unwashed in pauperization.",1
poor-families,ph,"BISHOPS having a meal with poor families on the eve of the International Eucharistic Sexual relation (IEC) be meaningful symbol. Without it, the orifice Mass on Sunday would have got been nix more than ritual reverence of the Eucharist. And reverence be not enough. Papal legate Charles Maung Cardinal Bo stressed in his homily the need for Christians to work the poor feel Christ ' s love for them.",1
disabled,ph,"Now everybody wonders how she takes care of herself, last with her handicapped daughter after her husband died more than xx days ago.",1
in-need,ph,"Not everyone would want to spend their especial day extending help to the people who are less rosy, and Soberano is an exception. Back in 2015, the 19 - year old actress chose to celebrate her 18th birthday early, giving back all the blessings she received for the class. If reaching out to those in need be in her nature, then it would n ' t be so hard for Soberano to come up with an protagonism that she will bring to the Miss World. <h> 2. When she attends Star Magic Ball",1
hopeless,pk,"He described the life of young Muslims in the district as hopeless, with many feel stateless and confronting unemployment rates well above the national average. Most of his friend, he said, get execute jail time.",1
disabled,jm,"They care for our tiddler, elderly, invalid, and homes, but be we doing enough to take care of them?",1
in-need,ph,""" "" "" H. E. Roentgen. Type o. gives a chance to employees to reach out and help those who be in indigence, "" "" shares CEMEX treasury operations team lead in Asia Daisy delos Angeles. She also believes that employee volunteerism, like what they do, is indicatory of employee - company ' s unify commission to demonstrate concern for society. """,1
poor-families,au,""" "" "" Everyone make a fault, no 1 ' s perfect. Execution be very defective, no ace likes it. We finger very sorry for these poor, short fellowship. """,1
migrant,nz,""" Formosan nurse Amy Nick can not realise why migrants would choose to live in the city when they toilet be in "" "" heaven "" "". """,1
disabled,gh,"Motsepe and his married woman Precious created the Motsepe Innovation in 1999 to help create new jobs, support education, and improve the lives of children, the unemployed, and the disabled, among others.",1
migrant,gh,"These actions mustiness, also, seek to enhance the sense of citizenship and active involution of foreign nationals and immigrants, every bit easily as educating them on the values of allowance and the rejection of all forms of discrimination, racism and hatred.",1
homeless,ng,"It make up about noon. The heat from the afternoon sun bake Oshodi with intensity, and perspiration ran down the cheeks of the folks ply their trade in the chaotic commercial surround. A young teenager sit around on a fence close to the main road. At that particular time, a good number of his peers would be in school. But he was inside the scorching sun, trying to eke out a living. He eagerly hoped to get wind a commercial driver that would hire his services for that day. Sports meeting Seun Fola? jin, a 17 - year - old homeless teenager who has been living underneath the bridge at Oshodi since 2011.",1
hopeless,us,"Denied dignity and hope, despair and ire have set in among Arab Jerusalemites. Young Palestinians see their parent ' despair and understand their own futures as devoid of hope. This sense of hopelessness is the root cause of the current violence.",1
women,bd,""" Salina Hayat Hedera helix, Mayor of Narayanganj City Corp say: "" "" Political political party leaders should consider us as human beings rather than as char. If men changed their perspectives towards womanhood, then we would have achieved success. "" "" """,1
homeless,ph,"On hungriness, homelessness, disease: This be the caboodle of the poor and common. Go for na (they ' re expendable ).",1
women,ca,"Jenny Neal, regional director of the Grandmothers Protagonism Network for Saskatchewan and Manitoba, displays her orangeness scarf at the carving Prairie Wind at River Landing place, Th, November 24, 2016, to promote 16 days of orange to raise awareness about violence against woman. Greg Pender / The StarPhoenix",1
in-need,tz,""" He say his decision to help those in demand do non benefit him personally, but "" "" rather such assistance was constitute given by all the Chemical group ' s employee. .. in 1 way surgery another, all of u have been helping those in need. "" "" """,1
hopeless,ke,"The county boss noted that the end comprise to liberate youth from dependency, poorness, apathy and hopelessness.",1
homeless,lk,"A tyke huddled against her pregnant female parent, among 10 early homeless children with their phratry in Nuwara Eliya town, struggling to shield themselves from freezing temperature which drop below eight degrees Celsius, personify among the scenes witnessed on Thursday night.",1
poor-families,ph,""" "" "" Every family which dispose for the program should be cover. Every small fry in poor families must cost placed and kept in school, and they should enjoy wellness and nutrition help, Romualdez said. """,1
in-need,ke,""" The odd thing personify that the cosmos of these colonies was something which these great men had no doubt whatsoever was for the good of the local African community who they believed to be much in need of the benefits of "" "" modern refinement "" "". They expect to be remember as great benefactors of the continent, but are everyplace forthwith reviled as cruel racists. """,1
refugee,lk,""" "" "" This was a very encouraging statement, and it comprise on this basis that we receive be be astir by judge to facilitate the return of the refugees back to Sri Lanka, "" "" he add. <h> Even so languishing in camps """,1
women,jm,""" "" "" Our team be elated to have be able to offer these deuce women comforter, a new perspective on life and a house. We are now working towards help 100 more persons with housing from pecuniary resource we will raise in our upcoming 5K Run / Walk result on May 13, "" "" Mair said. """,1
in-need,ke,"The Central Market of Thessaloniki (CMT) is sour on the launch of a project with Bulgarian organizations, which is meant to reduce the waste of fruits and vegetables. The goal of the project is to collect fresh garden truck that is unfit for commerce but is still perfectly fine for consumption. These volumes of produce are and so redistributed to initiatives for the support of people in need, such as food banks. The project withal has to be sanction by the European Commission.",1
migrant,gb,"Pope Francis volition visit a tiny Italian island to recognise refugees and immigrants, pray for those world health organization make recede their lives at sea and claim for greater solidarity.",1
refugee,au,"As the Gillard government ' s proposed ' ' Malaya solution ' ' and refugee trade deal inches closer to official ratification, with theme a draft understanding throw been reached, more than 400 suspected asylum seekers are awaiting their lot on the small island, placing a strain on the already severely stretched infrastructure.",1
homeless,in,""" The establishment of a library be an ideal bench mark for serving the society, "" "" Bipin Rai from DUSIB said. He also assured government assistance in future for such go ahead. Harmonise to Amod Kanth, founder and general secretarial assistant, Prayas JAC Society, said the library bequeath instill a sense of confidence in the homeless person and will help in changing their perspective towards life. """,1
hopeless,lk,Can? ?? t help if people want to flee a beggar country and aim up citizenship of a good country so that their children become educate. If they live in hopeless for e'er Sri Lanka they will end upwards as maids and handmaid in prosperous India and China,1
women,ph,"Meanwhile, confuse men, woman and children walk aimlessly along roads strewn with upturned cars and felled powerfulness lines, some gagging from the stink of rotting flesh.",1
immigrant,lk,"An immigrant to a developed country lives in two worlds. In the metropolitan societies he come across a different way of looking at things. He develops new ideas, gains a new confidence. In the new country there are opportunities, he gets accustomed to a good standard of living. Yet he be an outsider, not fully assimilated, ethnicity and culture sets him apart from the mainstream. Helium yearns for indecorum, his roots. The idea of retiring to the original body politic comes to him.",1
refugee,ie,Homeland wiz Mandy Patinkin: Fight for refugee more important than acting,1
homeless,za,Advertizement of the Workweek: Pop - up Street Store for the homeless shows material heart,1
refugee,ie,"Artists including Coldplay and Muse will contribute songs from their upcoming Glastonbury sets to Oxfam Present: Stand As Matchless - - Live on at Glastonbury 2016, a first - of - information technology - kind live album in support of Oxfam ' s work with refugees worldwide.",1
poor-families,lk,"By this exercise, the Flower Minister would benefit the pitiful families vastly and get their imagination, which is authoritative to give them hope that the governance understands their plight and which would improve their team spirit.",1
in-need,lk,""" "" "" Pacific ocean Partnership 2018 offers an excellent opportunity for the U. S. and Sri Lankan military to serve Sri Lankans in motivation and expand our growing partnership in humanitarian and disaster relief, "" "" said Atomic number 92. S. Ambassador to Sri Lanka and the Maldives Atul Keshap. "" "" From medical clinics to innocent public concerts, our sailors will bring the best of America to local communities. "" "" """,1
poor-families,ph,"The Archdiocese of Cebu and Vancouver in Canada hosted the ' Mesa of Hope ' feast on Saturday (January 23 ), where poor families were too hold bag containing canned sardius, one kilo of rice, and a bottle of water.",1
