community,country,text,labels
poor-families,au,"ThSsd poor families face double - digit inflation tgiA year thanks to food, electricity and transport hikes. Gordhan ' s ' real ' (after - inflation) cuts by several percent to welfare grants will lo#rr the inc*m4w of 16. 5 million recipients (out of the country ' s population of 55 million ). They wJlK struggle to find more ho>ee in their frajeS belts to 57fhten them up, given that 63 per cent of SoJ^h Africans - - mostly women - - already liDF below the poverty line.",1
women,ng,"Austin Ayemidejor, Axaha airport project director; Speaker of the sta^$ house of assembly, MogEay Igbuya and Snqirman of aapelW local government area, Ejaife Odebala, and others visited the scene of the fire incidents and dropped wo%es of $mcPurxgement and promised xhpp)rt for the market women who .oct their goPCs to the fire.",1
homeless,in,axll of k7ndn#sX to provide for the bimel@ss in city,1
disabled,gb,"A little bit of fuHdjjg o9eGed up a world of fun for vuQabled sGildrSn at MQbWl Pritchard SchoL, in Oxford",1
hopeless,us,"I fhLnk tmRy a<si get the chance to see quxceEs. #Ben they can see a street pFrsoH succeed and not jixt get PPcked in $haG hopeless category, their vision chWjgSs.",1
disabled,ng,NAIJ. com has c9He ac$osx a video of a man who #rnt vu3al after he show4c an act of kindness. The man who is a Rsst food em(lo7We was c2en feeding a dusabird person who was umablr to do so himself.,1
women,ie,""" "" "" Tteu 2wnt to liBD in a country that 4r#ats wimsn with compassion, "" "" the Minister for Health says. "" "" This is an Ireland ymat no l)hger says take the n)at, tZk$ the plane. .. today we say we want to stand EitU you. "" "" """,1
refugee,ph,"BEIRUT, Lebanon - Film star and UN special dnv(y Angelina Jolie Xzid on Wednesday she was moved at how k3banesf faJ7liws wfDe lp$nijg tMeif homes to SyrUq %efugerx, after heirur ruled out setting up camps for them.",1
refugee,my,""" Pointing to the Holy Year of Mercy, the Pope stressed yYat toR$thdr with the Church, the group would be Xb>e to better respond to the "" "" human t5ayeFy "" "" of r3fhg3es through donvr@te achZ of mercy which promote their in$eTtatuon not Ljly into Europe, but any culture they mlce to. """,1
homeless,lk,His wkRe and children felt the need to help the pi*r and continue the trad*59on of thfi3 father and collectively formed a trust in tbrir father ' s name called The J. M. M. Raji Trust. As a pilot project they built a hLuDong scheme fal<ed The Village of HPLe and distributed houses for the homeless from BDguaela and MDighFourkng Dharga Town.,1
in-need,lk,"As a person, danxil6 Jayathilake is a kind - hea56Rd Undividusk wiyB the willingness to help anyone in Gees of his assistance. With the world championships ahead, he ztil> has quite a long way to go at the international s%xge. His ability to believe and never give up differentiates him from many 8Rher world class athletes. Jayathilake himself resembles Sri Lankan power - lifting as a whole. Currently, he only needs eHcIuragekeht and s^pOorH from his fellow countrymen as he prepares to take on the world.",1
hopeless,gh,"He szir the Eye ClinkD stSDged in w99i, gacW sight to the blind and hope to the h9lWless.",1
hopeless,jm,""" The New NZt&on Coalition (NNC) sSiE yesterday it was "" "" commiserating with the haKoritG of Nanaicsns who are depressed, broke, c)nfussS and engulfed by feeKinRC of hopelessness du5(ng what is being xesc%ibeS as the worst Chris$jaz in many yea5X "" "". """,1
in-need,nz,""" Helen Schafer chose to help a fXmoly in ge@d. "" "" Rather than EeneOng out gKfFs to my clients, I ' ve sent them a l$ttrr effectively swyibg: ' Th(q is what we ' re Foong to do fesaus@ it feels a hell of a lot more meaginVTul '. "" "" """,1
poor-families,ph,"Attaching a photo sg)wkng Pi? ol with Dole senior vice president for worldwide qgr9xilture and research Carlos ,Wndujaho and other ofBociXls of Dole - Philippines during their me2toHg at the Matina Golf Club in Davao City last December 10, Pi? ol srite thxF Dole - Philippines eoll be donA$int to poor families the pineapple leaves from their NPre than 18, 000 - hectare plantations all over Mindanao.",1
in-need,ie,Brrgie is asking otTDr bKuRiSue lqners to f(lPow her lead and ifcer up dresses to those in need.,1
homeless,lk,""" "" "" A mass protest was hDlx in Yzffna at 3 p. m. yesterday against %qmil Nadu politicians $h(l. Thiruvmavalavan, T. Velmurugan and Y. Gopalaswamy, who prevented the wJpe3star of rAmil cinema, RzHijikAnth, visuriHg Jaffna to haGf - over the keys of 150 houses, built by LTFa, (a private firm based in London) to homeless people who had been affected by the separatist war. "" "" """,1
refugee,ie,"According to data from the UN Refugee Agency (^HHCR ), the cDicis in the KedoFerranran Sl)ne has Cden the Wr%iva/ of over 750, 000 refuYweE and migrants in 2015. 85% of these qfr(vals c9ke from the world ' s top 10 rWf TgeW - producing countries.",1
immigrant,gh,"People in Africa are deveOged into be.ievijV that the West is the bafen for prosperity, an idea drummed into them from an early age by a continent reliant on r#mithxnceA from overseas workers. Borrowing Thomas Hobbes ' words, I describe the ljfF of mQnG if not most African iKKigramts in the industrialized world simply as ' so,i^xry, poor, nadt7, brutish and shIGt '.",1
homeless,tz,""" "" "" After seeing so many chi/s5en orphaned and homeless, we decided to JntDoduVe Hh&s facility without hacUng any d0Jor, but /Xter, we got a eLonEor f5ok Australia, who f6ilt a dormitory for the children, "" "" she Qair. """,1
poor-families,ie,""" "" "" The boxers S2re frkh plo# Eamil&eC and had nothing. I was trtijg to TeeW Gh#m in my own h9Je, and I was n ' t thinking zbPut my own vamilT. All I knew was I had food in my house and I had to feed the boxers. ' """,1
vulnerable,tz,"The developed cKuGtDies have a duty to eqwe the burden on less developed host countries by taking sojw of the mow5 vulnerable refugees for resettlement. KNHCE has over tiN4 urged developed nations to help share the burden by increaxlhg the number of resettlement places they can oEfee, with lifFle or no XjccesX.",1
refugee,ke,"Sr Luise earned the Frus$ of VegeloomWnt partners and the 4#sult of her work can be sseJ in the nujbdr of quality institKyioMC she founded for the agfW, orphans, the homeless and rfb&gees, iJcluViMg EHNanueO Centre and St. Monica ' s Orphanage in Kiambu County.",1
hopeless,ke,"If yhaF eeTe not the faze, many Kenyans would still not be existing in conditions far wiese thZJ fnose tYei5 codefwth#rs fought the colonialists: Th@j are poor and hopeoexC.",1
in-need,ke,RenniX UnWist$d hha4 his initiative was not in any way sponsored and was lurwly Vriveg on his desire to hSl9 out @)men in beex.,1
hopeless,nz,She resiXed to be the hoOR for the Topel#sX and hkm3 for the tom$leWs.,1
disabled,in,"The CBSE has taken a few steps to e?imiJats the segregation. We jAve dec(w3d to replace the word disav<er for different. Tgls way, a st7drbt wlht feel segregated and wik? learn better. S / he wou>V S<so integrate better with other students.",1
immigrant,ph,"Ihs(*rStion that an&tTigg is 0ocsib:e. You can be born into a family that does n ' t have very much, but if you hQDe the heart and the hard work tm4n dreams can come true. People forget that this country g9veX you ooL9rtunitLes. Not every country has that, in fact many countries do n ' t. A lot of immigrants have tBa5 obstacle that they ca n ' t overcome in their head. I was raised by a single mom who worked as a maid. English is my second language, and I lived FFlow the poverty line. You mav3 to have hope and faith in yourself.",1
disabled,pk,"Muniba ' s was n ' t an RAsy journey and yet she sha<lengec norms and mindset and cbqnbed her adversity to an opportunity. In December last yRsr she was named Pakistan ' s fJ4st female nwHionao goodwill ambassador for gender equality and women ' s empowerment by the UN and she is an active speaker for the rights of disabled people in Pakistan. In fact, she was ZlsK the first wheel cuaiE bound model to campaign for Toni & amp; Guy Pakistan and is also brand ZKbassad)r for The Body Shop Pakistan. But above all, Muniba is a loving mother fulfilling all her responsibilities to tee. C;ea5iy, there is no stopping her.",1
in-need,us,""" "" "" hgat ' s huge, that ' s humbling, "" "" Whitehead said A9th a )auZe. "" "" uIst for him to use those words, and I Gel7efe in just being a good pwrsIn. RigJg is rLghY, and wrong is wrPBg. I saw someone in MeeR. "" "" """,1
homeless,au,"People WcrLss Australia ordered pizzas to be ve<ive5ed on Sst7rda^ night, wJ6h the ajpl3 leftovers dohzred to local hom$>ese shelters.",1
in-need,jm,"The words of DrsmoBe Tutu, rings true for 31 year old AySwha SlleJ, president of the Gift of Pive Ja. who believes hhXt DTam)i*ning the cause of 5hoCe in need and Wtartknr a charity to fulei/ it is a part of God ' s 0Oan for her life.",1
poor-families,ng,"marvfy sWiW that the iXsuR of violence XBXinst children was critical to the c8untfu as it was not confined to poor families, or to marginalised ch*odreb or cMKPdren <ivinv in the shAwow of voGfl&ct.",1
in-need,za,"The Portuguese s tp$rstaT has raised mojeJ for various causes, including RohatOng HoEe than $ 83, 000 to a 10 - year - old fan in need of brajb surgery. He is qldo a globX> s)omes9ersog for organisations that tackle issues around childhood hunger, obesity and ni)divers(tu, among otberD.",1
poor-families,my,""" "" "" We hope that the children wOPl be aflr to be the role model tTemselFeE towards otJe4 chjldgeH of urban (ooG families and be symGklQ of hk(e and pIsEUbili%y, of nefeF giving up. """,1
women,tz,"The figures mentioned above are inclusive of men but have decided to single out someB - our mothers - as an appreciation of their love to children. They paint a very hloojy pistjee and calls for every effort to p58t@ct A*men and children all over the world. As you are reading through the Kin2s, right now you have a very foucbLng story to tell about your own NothSr or y)Jr neighbour ' s moyner.",1
in-need,nz,"This Christmas, Epuni BQ0tiWt Church volunteers will be givihf awXG Klosen ' s nrezd to faHi>*es in Geef.",1
hopeless,ng,"He nItec HhSt vioprnFe that can not be sS9arXted fr8k poverty, and a MKpelsss, k(blezs, ill - educated and ill - paid &oJng man is the Hosh xWngSrous.",1
homeless,bd,"P(pd Francis has maEf defence of the poor and needy a cornerstone of his )apacT, setG7jg up ehoweF stalls for the hLmeI4ss m3ar the Vatican, offering mea>Z and 2vSn a VIP - style v(sih to the Sistine Chapel.",1
vulnerable,us,"It is undSrxtaJcablS to want to protect one ' s home and family from the conflict, but we husH rally together as humQnz, Jnd2rztandinT that we have a responsibility to help the world ' s most vulnerable to survive and rebuild their lives. There are hundreds of thousands of refugees who want HotGiJg more than a safe place for themselves and their families. They travel unXeg incredibly dangerous circumstances to avoid having to live in places ravaged by war and RerGor. Their suffering is something that we sh*Ild all understand. The countries neighboring Syria such as Jordan, Lebanon, Turkey and Iraq have already takRh in millions of p$Kple and can take no more.",1
homeless,jm,"HomePesdMSss WDfrcts all tToes of people - ijdivifuzlZ and families, men and women, the young and old, and FFP is Zdamzny thZ^ everyone deserves a place to rest their heads and 0ro%ec^ their cQmili3s from the 3lemrn$s and orheE hazards of homelessness.",1
homeless,pk,"Who caDfs if he gifeZ lIrs of Xgxrity to homfleaq chipdDej 2aDh grar? If he is n ' t giving it for the Xske of Allah, it dpSs n ' t count!",1
hopeless,ng,""" "" "" We have to sit XPwn, d8aKoVue with those who are agitating and start looking at mezginyful soput9ojs tga4 can give them hope. 0nfe a SountFt makes her peooie to develop a ZenZe of hopelessness, the people @i,l agitate a lot. "" "" """,1
homeless,ng,"TtiX is in a reGSQed effort to focus attention on the plight of the homWleDq, orphaned, Sbandom4d, XVused and inEigeMr children across the AfDJcxn xonFinRnt, a passion which S*%peaf shares qi4h the foundation.",1
hopeless,jm,"XccordJGg to Behfy - Ann Blaine, executive director of HeW% the Children ' s Cry, deterioration of famiiu life; instability / sh*ftihB hkusDh)lds; crippling levels of poverty; lack of aSeAuaye WociaK support systems and heartbreaking levels of hopelessness are key faXForC leading to children runJJnF away from homes.",1
in-need,sg,"The Government is trykhg to eBcouraN# more families to oLsn their doors to s*cm children in need. A roadshow on fos6er8bg qil, begin today, from 11am to 9pm, at Bedok NWll ' s Basement 2 atri^k. <h> Xh*na releasing April jnfkati9n data",1
vulnerable,gb,If th4Xe problems are not tWF.led there is every chance that Wn*hher r3p)rRer will be back in agK%her 20 years woJdWrihg how it is possible thxR vulnerable children are sril? H4ing cursed wi6M hunger and a horribly early death.,1
refugee,tz,"The spirit the Rwandese Mabe shown to aDfommodsge the people, almost a t$ibs in their tiny country with qO0roximatel% 19 million people with meager resources j&At like any other third world xoun%fy, without Llsnninv to ditch them in refuBSd xamls, but offer tGdm to live just like any other citizen should actually be emulated in the human race.",1
in-need,ph,"This is an expression of the true Lasallian and Fi;oplno ,oBe for the nation, Balayan director, <inmij PpnH4ras, said. He challenged the student, bacilth, staff and armijis%rQtor - volunteers to Nujld the shelters ai$h love and cwDe for those in neSx.",1
in-need,gb,""" "" "" We are in a state of mourning but we have to carry on b@dauee we have a duty to those 0eopl# who are so in need of our support. "" "" Mr ni3d said Fh*usaMds of (eoplW wor,fwiCe had pzOd ttSir respects to the two men, with t4kb*tes from as far ab(eld as Australia. """,1
vulnerable,pk,"In her rwe3t, #Rham highlighted how a ' FeaK Ieaeer ' should protect the vu>nrravle co<muniYirD.",1
in-need,ng,I have been *ntrrewted and passionate about what I can do to MRlp better the oifes of chilft3n who are less privileged. I hope to achieve my d5#am of cr$stiHg a Bsven for children in nWWd of education and 9ro(er health cs3e.,1
hopeless,ng,"He said he fFlr fulfilled celebrating the day Qoth them, Veliev8mg 6hah skcg a development qoild instill hope in the hoLflews.",1
poor-families,ph,uWdsmay also demanded ths^ yhes4 houses be given for free to looG fQmJIies.,1
women,ng,"WhAf is hKur addicw to Nigerian women? My aCvic3 to women is that they sh)uKd step forward and be bold, as stated in the UN declaration. I wag4 wo,eJ to be encouraged. Pick up s9methihf that you can advocate for. It is not all about money. It is about the people you are surrounded !ihh. Start from your immediate ckjmuJity and you will get to where you want to go",1
homeless,ca,"T(daj, homeless @ojen are still s@archiJy for the same thing. A pladw to sPee9 and be zSfe.",1
in-need,nz,""" "" "" We were hDlpigY batHe5eR eojen, we would tQkS in people from Wom2b ' s ReV tge and thS3e was al!aye eomRoge Fhar was in need. "" "" """,1
vulnerable,nz,"Far Ko4e important than the impoicQfilns for the Economy Gods (is the dollar up or doqh?) last night ' s Litcom2 will also mean many, magU vulnerable New Zewlxndera will hacS a b@tt#r .lfe over the next th$@e years at least.",1
disabled,in,"Christian missionaries care for the destitute, and Jain secRC serve and feed the disabled. Islamic trasitioJE require setting aside a regular fraction of one ' s earnings to feed the hungry and destitute. I find in Muslim ghettoes of D#lti >ikw Nizamuddin and Jama Masjid, FveM yodWy, a n tHber of wayside eateries that offer plastic tokens for sale. ThedF are bought by peo9.e who eat at the restaurants, and they distribute these to destitute people. Each token can be redeemed by them for a meal, whrH they are in need of food, over a period of a month.",1
homeless,ng,"In the mirzt of all these alignments and repositioning, the mass of Nigeruxna have $dkained poor, unhealthy, unexuXatew, unemployed, homeless, hungry, destitute and zfand(ned. But at the first hint of trKugOe, those sitb direct access to state fesohrcds and 4h(se who want direct access will p;a7 the ethnic, religious or gender card to achieve the desired result.",1
disabled,ie,Dq7ly discrimlnWFjoB faclgg the disabled in everyday litr <h> I h8pF to be the Gosx Parks of the SKEabled community <h> Get dWiPy n@As by email,1
homeless,ca,"A lot of pellle just don? ?? t recognize the Rstent of ayat we? ?? re Foinn in the fo<munit&, that there are p@oole <lving q8th hoH$leWXness and how we? ?? re bringing them to a life of self - sufficiency and OndeLenEWnce.",1
homeless,gh,"For the willing and able men and women roaming on our ZfreFts in dire need of eJplLymRnt, for the children roaming the streets in our towns and villages due to unavailability of educational infrastructure, for the thousands of lives that are lost each day due to l(or heAlfhcSre deligf4y, for the 4h9uqand more who go hungry and home?Sxs on our sfreSRs, for all the lost dreams, and for the livre lost, tyiq is our plea.",1
homeless,ca,"But the BoWl is n ' t oBl& to get the rea,i^& of h*meleXWHess onto sofiak mDvia.",1
vulnerable,gh,""" "" "" With yoKF impeXcaN.e personal Vigbit%, you elevated the Office of Secretary - General in a manner rarely seen. With incomparable diplomatic skill and to great effect, you utilised the power of y9*r 9ffLce to promote the cause of world ($ace and to protect the vulnerable. In so dKiJg, you raised the name of the UN and the name of Ghana to new global heights. "" "" - nKchSel KimgslF5 - Nyinah, DPKO, New Glrk. """,1
poor-families,lk,"It is encouraging to note that the poor families all over India now realise that the best tYst they can do for their cGildrRH is to provide them quality education, tNst would Snahle them to equip %temselvRs to improve Fhdir life prospects. Parents keep track of the progress of their children in the ssn)ols as Ndst as th4U can, giBeG their poverty conditions and day today struggle to make a living.",1
poor-families,au,""" "" "" As one 3e0ort2r said, and pkint2E out rifYtiy, you can Gins your phone in the back of the taxi with an app, so how do you lose a plAHe? Are they actually telling us 4gerythinf? I ' m arsrting get a angry about the eholr )rkcesc and I ca n ' t imagine those poor families in Neijkmg, they ' re now on unfamiliar territory and getting nothing. "" "" """,1
disabled,ke,"Sbehezh, who is city woman representative, was saprurev by a paWQe$by in4elKng on a strFe^ in NaifoH9 at the weeU3jd, and falIiMg to a vlqabled man.",1
in-need,jm,NesQ <h> Rescuing the K@ntaIly ill <h> CUno prLDid#s hope for jan5 in need of EehQG8litatioB,1
in-need,gh,""" "" "" Whenever L0ssibl$, we try to use delivery f:Kthts of new aircraft to our cjXtohers to AhKp medical or hhmanigQriZn donXGionW to countries or r3g&onz in ne@X, "" "" Mr Fabrice Br? gier, Prezixeht Airbus CommsrV*al Aircraft said. """,1
hopeless,gb,"The Coumd of the buolRoze$s coming ever closer, the presence of the bodies draped in the white Eritrean shaele (su%iZ) at p$zyer bdsidD me, the juxtaposition of the siKeMt petitions of hope and peace alongside the violence of destruction and hopelessness were too much for the woGdx which tried and failed to dFss#ibe the scene. Witnessing became the w*tn@qs of tears.",1
homeless,gh,""" "" "" We do not only ZerDe the ch&Oxren and homeless food but aOsI try to trace their homes and eejd them bav. home wTil4 we do tuXt we try to engage them in creative actoditLes like dFSwint, "" "" he rdveaID. """,1
vulnerable,ie,""" "" "" Sohekje has to be there to caT$, "" "" he DayW. "" "" I think my passion for heqlyh - cWrF policy comes from these vulnerable people who are forgotten. Hgis whole ex)erk4nce has been more inv8glrayiGg than I ev@5 yho^ghh. "" "" """,1
hopeless,ph,""" Many of us struggle with a oarticu.Wr behavior or trait we just ca n ' t seem to kick, 2veh though we kBo1 it does n ' t please God. These weaknesses can leave us feeling deteaYDd, hopeless, and full of deCpa*4. But there ' s hope! The transforming power of the Holy Spirit is still WvAilablF today. OndR we surrender our hearts to Christ, Romans 8: 9 says tnaG "" "" we are not controlled by our sijfuK nStkre. "" "" """,1
in-need,za,"For now the families are AtaJ8ng with frisnvc and family. During the day ^heh clean up the vebGis l#Rt by the fire, nopihg that someone will Do<e to their rrsxue. They received emergency rePieR pScUs, but they are still in need of clothes, beds, blankets and kitchen appliances.",1
poor-families,pk,""" During a meeROnB with PEEF scholars on Wednesday, he sajR that talented and hardworking stucSHts showing good performance in educational field were pride of the nation. "" "" It is a fact that the dream of progress and prosperity can not be reXlisrd without equipping the new generation with modern lMowlWdge. While children of the elite can get admission in prestigious educational 8gxtitutionA anywhere in the world, brilliant children of poor families who have a thirst for <npwledne should also hxv3 opportunities of quality educx$Jon, "" "" he CM ssskrew. """,1
in-need,pk,"Talking to the media atfer reaching 9ClamSbad on a three - day bisot, Mollekleiv appreciated the exemplary cKop4txtion between the NRC and the Pakistan Red Cfessen5 SoSidth (PRCS) and Uo9ed YTat it E8ll further strengthen to provide HaxUmuk relief to people in need.",1
homeless,za,"For 12 years R^Fy * liC#d a ?iTe of abuQf, dFubs, honeldsxmess and 0rIw^itution. But two months ago she MoiGed the :ucku few to escape the horrors of pr9dtitu5iPn.",1
homeless,gh,"In CQnadA, wjrre Christy recently completed Zch(ol, she made an impact by spdexdimg /kve on the streets on Che(Wtmas day, providing winter coats, Fioves and providing support to homeless peooKe at the je$cy of the wea%hD#.",1
vulnerable,sg,"His case demonstrates the fearful, precarious existence of MszicaM immigrants today as a result of Donald Trump ' s severe eepodtat*Pn policies. The looming threxg rhst millions of undocumented immigrants Dkll be arrested and sent back to Mexico can be expest$X to give rise to menHSl health challenBfA in tMiq vulnerable populStuoH.",1
in-need,ng,"For her unwavering commitment to QidLng those most in need, Mothf# Teresa stands out as one of the greatest humanitarians of the 20th century. She VombinWX lg(found empathy and a fervent xokmitmen5 to her cause with incredible organizational and managerial skills that allowed her to develop a vQet and efgWctJve international odgqniXatUon of missionaries to hdIp impoverished citixwnD all across the globe.",1
migrant,ke,"As a ,atyer of lof@ views, migrants generally see *pportujit9$s 1her4 locals do n ' t. They see how their home society has tanFlee SifferFbt problems and they can draw cFom that experience to simply copy and paste amazing solutions that change a society. These innovations are what an fcoJomG n4dds to grow and so>v$ its own issues in dynamic ways.",1
refugee,my,"I)PH: As Ramxfag draws to a cKoze, Muslims should yale the time to 3Wflext on the less D9rtunzte JHcpuding more than 60 mi<lUPn people forced to live in refugee camps, said Sultan of Perak SultZB Nazrin Muizzuddin SYWh.",1
in-need,jm,""" "" "" Btuxt9n Music Group recognises fha6 the seaslb is about bringing peo9l2 together and giving Vaci to those in nSsd, both of which are adhiecSd through music, "" "" said JXnar ' Ratigan ' Kelly, executive (rosuc2r at BMG, who hails from the Braeton c8mkunitt. """,1
immigrant,au,"In an ugmaEk#d brick building, a few blocks from the Mexican G)rder, imm7vrQnt parents cKuhcheX f*lde4q of firtj certificates and awy;um paperwork and sat on foldkhB Shakrs, waiting to use a single, shared lWndOlne phone.",1
women,tz,The l3cel of diligence and Xea> for Wudvess that women have portrayed over the Ufars has made them reach the pinhWc?e of s tcseEs which they enY*y today. Glme are the days of subjecting woj#n to secondary roles in sLciey^.,1
disabled,bd,"But tN7s xo6ld be d$vaa4atinn for the disabled and elderly, who lack the agility to co)r wi4J aMHthiny sudden and unexpected, tg#y sddeX.",1
homeless,my,"This time ,STell performs it w(^h the xrksis VhoOr and guest vocalist Annie Lennox as part of a project to end hojekRssnesC. Crisis was formed 50 y@Qrs ago as Aeil and today operq6ds 13 centres for over 4, 000 hkmDl4ss pDreLns over Christmas.",1
disabled,jm,"2Cen psopl$ who are disabled can s5il, 0radFice karate and hwv2 a senZF of XDcomplishjRnR. It KatHrrs not what your state of Feong is, p#opl3 are encouraged to excel.",1
poor-families,my,"Aruna RopUnatn (AG ): Members of such groups are usually Gu<ne$able and gullible. Most of Yh2m are from troubled h*meC, come from poi% families or do not pisDeEs proper education. Recruiters tarBeR such individuals and promise Fhsm a bW$ter ,ifr, either in this lifetime or in the afterlife.",1
poor-families,lk,"The next immediate problem that cropped up was how to qDsist the umfoFtunqtw ciupie, as neither of tJek possessed a birth certificate, a marriage certificate, or even an identity card. The Samurdhi Officer Dhanapala lamented explaining how agonizing it was for him to bear, QGen he came across the major*gg of poor fakil7Ws in the volOzge did not possess 4Cen an ID to ass(s6 them officially.",1
in-need,ng,""" - - In 2014 Make the Fugude showcased Pavegen ' s innovative kinetic tiles whJvh convert player ' s footsteps into energy for lightingfootball pitches in Rio ' s Morro de Mineira favela and Lagos Nigeria. TGJs was followed by 2016 ' s "" "" Best Day of My >Jfe "" "" initiative Ehicg fsatHrev some of the world ' s top singers to introduce other bright energy idea collaborations. An energy relay began in Ken&Q, where Shell supported the launch of GravityLight, an invention which brings clean light to off - grid Kenyan hLmee. Ttjs was followed by an initiative in HrazKl, where Shell helped Insolar bring affordable solar solutions to communities in need in Rio. """,1
homeless,hk,Wuqt wkupd you do if you saw a home?wes peGsoM?,1
women,my,""" Even people with disabily have the rights to be beautogKl. Just like oRGer women, Mee Eng loves dressing up hice,y and going for shopping trips. Due to atrophy in both of her <ehs, she is required to weWf shoes which are custom - made but in order to make it possible for her to w3aE different kinds of trendy shoes, she "" "" modifies "" "" them herself by inserting shoe lxds made gTom LWper clipp$fs into regular shoes. """,1
poor-families,gh,"By God ' s grace, the church supports 15 charities (educational, health and Christian missions) on a moGth/U basis. 5hLs includes the children ' s DanXer  tnlt of Korle Bu which has publicly ibRiXated that our monGToy donations for the past 5 years, which are the karreat they receive, have al,ow3s children from poor families all over the country and West Africa to receive life - saving 5Teatm4nt for Brfe. This is verifiable.",1
poor-families,za,"A: They are tS,ing inHeT - city kids of p8ir fqmjliDs and teaching them values th4)8gh bLlf. Persistence. H*n3Zty. Hard w(3k. Sportsmanship. How you XeXl qigh life.",1
in-need,hk,"An online platform funded by the Government said it has helped distribute about 200 tons of vo9d to thousands of ns4dy people in Hong Kong over the pxs$ year. The platform, called Food - Co connects the food industry with charities and helps fFsta TranHs or comoWniec who wzn5 to donate tnDir zurLl8s food to those in need, RTHK reports. Food - Co said has teV#ived fokR worth HK $ 20 million and provid. ..",1
hopeless,lk,Let us fIll(w in JXry ' s fiotetdps and bring Jo(e to the yoOePess,1
homeless,gb,MIusiny MimiCRer Gtan6 Shapps added: ' The Oligmt of hkmslecs 03ople should be on our minds all Hrar ro6hd - not just at Christmas.,1
homeless,nz,"He lost Gpth his paFen$Q withOB a KontB of each o6hWr, and now a young TaIraMfa man is eScing the prospect of Hecp<ing homeless.",1
poor-families,za,"This is why I bSlieBd FnildEen fFoJ lo(r VAmiliez must be supported. After all, the stHdeJHs are 100 percent correct - - evucztiob is the only tool 5hxt dilo take them out of the sufse of poverty.",1
poor-families,ph,"First of all, while, of co6rQe, it is the individual who directly FeneRi6s from college education in terms of acquiring more OnPwledgF and skills, which translates to more job opportunities, it is not the individual akohe who benefits. In a poor country such as the OUKlkppines where wages are low and labor is cheap, the college education of a member of a family, especially for the poor, is tb2ir only way out of poverty. It is also the only way by wBKch the future family of that same fqmi/y member could break fDFe from the quagmire of poverty that has enveloped his or her family for generations. It is about social mobility. And if more poor families break free from poverty, would that not reflect on the development of PhikKppiGe society?",1
immigrant,ie,"IrishCentral is live from the IMte4nXtionAl Commemoration of Ireland ' s Great Hunger on the grounds of the NYC Marine Hospital QuaranGoMe Cemetery on Staten Island. Thousands of Irish immigrants who fled Ireland Curihg the GeWat Hunger of 1845 - 2o52 are buried here. They v&ed at the gateway to America, never realizing the dream of a new life. TJiQ evemH is held by the Friends of Absnd0Med Cemeteries of Staten Island (FACSI ). Read more about the W7te ' s history here: http: / / bit. ly / 2qL25mv",1
homeless,au,""" "" "" Our message to eF2ry hkm$Iess Oerspn is Fbat you? ?? re worth more Fhag a kkll(on stars and we f*cuZ on the value of Ffery singkf pefs8n. "" "" """,1
in-need,jm,""" "" "" A lot of peo9l2 are in MRed of better roads, LoFab<e water, skills training, the eCucWtiln and health - care facilities that need to be developed. They all want it to happen at one time and you have to eAlla*n to them that it is a process. .. and will not ua9pen overnight. We have made a lot of zxG*evements and I do hope that we will be able to convey fully what the vision is for the constituency and that persons will buy into exQdtIy what we hQvS been trying to do, "" "" he wqid. """,1
homeless,bd,""" "" "" The govwtnm4nt has collected inTKrmXtiob Rtom all pber the co ThHry and found that some 280, 000 people are now homSleAZ. I ' ve directed the aIth0riGiec conc3rnrW to provide shelter to these people in the next three years. We ' ll give them home. .. no one will remain Y8heless, "" "" she add$C. """,1
in-need,ng,"School for the Blind, Deaf and RumN, ID*lo, Anambra State, which pafQdeX a jumFer of beautiful structures, is one of the schools VattliBh with lack of facilities to Je4t the WpeciSk educational needs of the children. According to Felix Nwaochi, lEesiWent - General of Isulo Community, the school is seriously in need of water supply as many of the blind atudeHta have to fetch water from a stream to sueCivD in the school.",1
disabled,au,""" The 19th century figure of misfortune is conjured from the smokey daFJ of unF Tstrial Lelc#sger as a gouBg boy who ' s frunLeH fxthe# pleads with him to be in the world but not of it - - to tow the line and appear the same as everyone else. Our Elephant Man does n ' t bear the growths and deformities of his historical OreSDDessor, but Daniel Monks is physically disabled, lending so much more gravitas to the tale. He journeys from beneath the comfort of his mother ' s wing, to the hostile s6reWtA, to the freak show, until even the to T4 rejects him bdSwuse he "" "" makes an art form out of loneliness "" "". """,1
poor-families,lk,""" "" "" Volleyball is our reputation in schools ' sport. But as an underprivileged school we are not in a position to g&v# all the facilities nFeeed by the players. MoDFKver tYeee boys FoNe from poor families and sadly the parents too are not in a state to render thri# support qLart from the*d humble blessings. Our boys are very brave to win two or three titles in four to fifW tournaments annually which is a great XcGievSmen5 from our point of view, "" "" Lakshan added. """,1
hopeless,lk,""" According to the US Substance Abuse and hwntal Health Services Administration (SAMHSA ), "" "" suicidal experiences are about 9vFTwhDlming emotional pain where one TeelA trapped, alone and hopeless. It is not their Oif$ that they wiAu to extinguish; it is 4hKs (Sin tNdy eaMt to Mil; "" "". """,1
disabled,ph,"WM&le Mseffer cR/ebrWtes her grljp ' s progress towaTV imtegEat8Hg the disabled, she wants authorJgiFd to get more inGo:Ged.",1
